1
71244822 4490
6157911 44419652 133779554
30307402 48099407 868009025
27956842 67666091 658621009
41957297 66239100 911264297
2432314 22885812 198111289
18262767 46719358 949646732
21959377 63719164 442008241
21638693 16827096 106195375
42321457 39147610 963930502
71001804 63460214 205165103
54213029 34315848 242763044
9426539 48133302 279977825
14708501 41563993 251796820
25308651 34057803 471761167
27539885 51483938 297720524
69894625 20964225 495193975
14811304 71017683 245486972
11589749 30877475 670517959
64739931 9117398 164495866
51208127 49628775 805701146
27209352 19708749 714731082
9272051 62926889 343990347
59687744 67365191 255101613
59891329 46741183 478867970
34314276 52454748 609234057
67738147 1491521 242522726
64937314 53221921 379818012
2827617 34596216 259793742
7920666 53330372 630684558
9554451 66909008 241723808
69512730 45655199 662718142
28350587 61636029 11739279
54549749 68639192 773710605
64418838 69823724 329127771
37217854 32515715 978045155
58674896 48125159 612367753
52807078 20154847 439099909
1486759 10932916 508142740
16463117 1450296 726405733
6144528 52695327 678276346
14530731 4363240 220516471
68070841 55030220 910048490
15409870 68844016 369267625
30337784 3756831 566432723
52759188 56613378 999516957
41865227 4519835 22116798
59268874 29171669 141558860
33303867 59828474 447346632
53353238 60439484 35842468
6157261 41601764 232355973
46683242 46822049 654319936
19815069 17006635 446686676
66506081 9859787 406015916
59914147 71208270 695049390
4126221 1885806 784518020
56889655 60071572 276698477
45306639 19356219 269589942
47831268 12758702 72353497
24902558 25562871 227323837
62515957 65169984 861345546
45775828 7940075 398163609
60766146 53202858 127653203
48403972 19502288 994227229
28371040 71122234 356087953
54705922 48064096 178541264
39558170 65604923 827001230
55534897 21561434 723734409
57740744 67858856 245100297
71203301 8897658 429990266
32493479 36073748 633499045
42514912 28562462 265674825
25182120 50052663 778382963
45616277 36761241 163880540
11082067 61471351 64835927
60517713 46368333 355139554
17078149 4513386 297773443
6950574 7295294 724442915
12383339 13490998 60801038
69037940 7031943 58814684
6316754 64428084 767540299
11572228 43778035 465243148
44263580 24739522 522353530
31458485 4736225 689552739
66357713 14775522 841567261
64528749 36867526 585005143
63042689 65451414 642158339
40172922 4037507 570225629
1557816 66598265 13223934
51109654 15230318 402506538
55104531 69309543 148515187
30035130 40913658 816689186
18872889 6690898 569143556
59072990 49238074 326774322
60827546 13902950 463464428
24735354 3589969 401545760
30788829 30982050 218764097
44539661 67922186 24143281
3140094 29955616 586554881
27650312 19081915 951271783
25656661 37831357 856309151
13436110 7903402 50057093
24030203 45516932 811560267
23226228 41900943 170666437
61669230 30705547 104937025
3274504 55888141 293937143
50741654 29009586 433980112
43378797 50168326 592032388
5380083 644498 433705353
23902344 28150731 621969821
5152173 41331919 254846676
26765358 5647272 225071291
60948895 38417315 539634711
47566178 35613565 431428805
66213706 38187773 334153466
65748013 8776182 463178817
16888932 3927863 169248134
68651167 47352863 563011372
13259274 19122655 518532341
5077010 4651152 613537766
50729275 52385631 904803770
18508218 46026695 686506489
45793710 15208700 7760909
34792889 50701189 517139968
44926300 62594670 653564356
325432 54898735 194095456
15043766 21919757 124748797
37761919 6479079 823086967
51745118 38103529 718407207
59944566 50540792 906309403
49124218 14558789 285758497
12914718 12748984 274230157
29286315 451790 986009329
67613596 19778631 84611916
45368251 2196701 113949900
50322495 33712703 382874913
41784114 28479798 449896689
40319249 67515175 122527594
30128861 66563215 73151422
29687913 39085098 19303079
25793579 19311959 863196643
43894910 46533385 906106867
795033 30795283 169821045
15287108 18867812 654364546
10304569 29691347 592333866
43748990 41367161 704864628
14806431 57437010 373660153
69900520 4827353 958495566
7425562 3085952 33227766
56804316 61003403 95064282
30454207 13429436 275635866
5225526 2759729 544912868
60014832 66767205 738068365
7220768 31361366 811561439
28641979 64258402 159164393
1098046 24176798 157117900
30491543 66400406 48971080
40902133 30945329 554168403
1069899 30841751 24378821
69661403 49174700 684142313
51187199 22084287 570908360
8659133 44589100 674328533
10535913 7820080 833083062
65562626 32351921 216998106
8567133 51391055 71897159
10443673 52792773 778518051
16745433 42370311 920886494
53823238 33280890 351932254
66339391 4476454 346891691
53070391 945375 746312741
5569563 25943440 707171904
3165389 62046325 185397331
29604983 60631013 338091629
38396414 59800085 583540429
62783708 52796296 121815414
39351118 69357199 725521363
8172938 28880255 489205890
26884221 59957802 998561211
24483507 39112990 577603034
58168338 43185742 589310607
33176804 34151173 257183754
14439408 13373333 499600581
47879507 42218919 435951697
15211235 61420276 673125689
53047983 15908317 308522351
42543960 19354248 822408093
22451549 54591041 975577402
57520068 49068994 739747463
57105122 14255074 668298132
8664515 13420012 328904566
37358124 44667188 553552943
18205990 57446198 31577723
66191157 54054850 997254287
30635717 67603707 667895414
34689947 19329787 58947639
37795196 63035976 103272464
34843872 32146298 410196093
13783240 70196640 273366618
32428472 26217647 602170733
21840065 31607702 119720275
36320316 55523744 167238735
40180270 23389207 245175669
17937491 12300925 362902566
66993727 10736835 985321563
1448191 42847615 189375017
39799268 35871435 501730650
51052885 33076280 490374809
6368007 58382011 196668732
2326396 9303747 12668868
4825787 65719637 568208268
44222330 59794114 804100814
3568011 37967792 182399968
26869469 68974872 385902946
47426574 30798515 738815464
870541 254404 944169356
50981878 53436037 372780335
39835197 39583975 808376023
6318452 62870878 483242658
32123482 28895385 201240709
34128886 17571953 670923902
50671641 71092650 966671451
66471866 18497495 40733897
31673490 66790235 663832124
4092636 11448746 598591256
53588646 49793384 980626276
27096317 28980120 620426862
68982531 46314040 479631150
61147578 26022196 890895218
9718322 8752500 31821671
45148825 5408035 635670321
44970222 13106773 110983088
283222 10586000 369034539
14563540 25663706 966984437
44591480 52653983 622937139
53935329 52623920 75816715
1288963 67709568 511822547
42484025 11439404 841397314
24189573 41204418 39826476
58086921 39663762 592669271
42207316 21468907 951314995
39176515 63734417 791263925
55743018 26860514 168366689
43799926 11824185 561901199
42783658 21158566 285493330
60237619 39143149 25698453
71066566 52204281 266642352
35748086 5604772 455486481
61673430 38129198 519421397
18701983 45742459 389083986
17113886 43386661 441519538
48274239 41651077 868148727
18364727 47714415 746720049
38601119 29319332 708597659
41111001 42529600 641551617
30858880 15052833 631484600
30994191 39680900 39010658
50896116 23866961 419158831
59697853 8673374 750371751
45836064 38975977 758697756
19778194 20812359 371496619
3047668 6968206 152658835
52055304 13262779 642707776
70312583 62849432 642355984
63927201 22401467 324377092
42091672 47164784 478992259
46054176 57300483 350356551
25827782 26788780 146102740
57164746 30510831 2359144
33869370 20396880 195255962
57182813 21605871 396387969
39028861 14080375 178262218
50968378 40246789 274192560
18257718 29783806 694942373
3865043 55852822 641705454
63519529 3946949 519120187
28620737 66089624 740719522
65303633 50845954 637192147
31326115 29207533 222644952
1018157 48211844 389925568
38265371 35030 745304749
12191783 541821 513383952
6370476 34463677 84554918
33504472 4857645 148177120
13259716 46218023 757739644
37014385 45498340 613854078
19126437 7290847 510319507
25870565 11813161 16554530
476702 27700218 749374201
64045597 33375582 80132029
32931960 38151388 345966242
1086338 42906735 118971822
38575352 8229416 720157532
62791167 53479051 737240991
44606066 18129706 956799870
48064725 65970672 295930193
51625683 36620608 86701381
3800554 67228100 253724592
61384294 58070433 738670112
47776991 28980481 947582615
67799941 11502475 554572842
27984006 5377578 464718016
63607826 45579814 288102536
68172675 56906667 106391276
5029285 11823010 455873853
37864964 14332844 411927435
24496414 40522669 692223652
20402621 36312216 786164445
49164424 22779797 707352126
58343682 39166473 922629717
4912873 50616038 81685354
49698317 28816445 320548687
29799519 17290789 486420703
67930132 5128931 620458911
68888299 43057926 771537943
53224683 64947120 484228126
56039942 50553237 493191943
36959685 12505518 901317818
21860093 46778819 301929005
29413805 39783741 989801353
45847952 32940360 295695984
10220006 52391841 16399722
8572043 23306531 285570747
55825413 64788204 600311012
962057 67599421 191109274
35675327 26464465 341131100
23868735 48487256 9621186
29381507 43476642 363344951
40578820 64176159 905170542
30972849 53018550 40607067
28102044 46785976 541847942
47966369 4379067 919566106
26385059 70151351 749089709
47848050 61330056 107180489
61231718 65528807 186834139
60302059 51129415 820304165
62639499 1888340 998702948
24525491 13955275 802858928
66084410 18808538 370943169
62596659 59712992 797657896
25040751 37262546 799217301
3986075 58923299 505100000
35483535 46596851 978414644
40493087 46308873 336495950
63739854 16338189 677214521
45025877 884730 756939556
28214424 18750250 790235271
30816783 16039241 538675168
63168516 50192799 128797386
20190326 44093646 597874736
48496103 42336840 334828148
9652852 55916167 680644905
66649403 30100363 279437939
70851250 55030944 118083212
8785371 20630964 485503205
35267615 46840075 244187647
55383792 33530587 277816205
30691387 20618270 698791636
23802106 25245889 782600611
7434083 1608013 792490549
13553332 41184282 612733077
1017741 1809125 571581233
4487312 59945166 935738356
66181481 6836597 487427897
59012197 50539258 121098831
66243798 32021488 775762593
66688917 59595885 858244167
3395136 42819059 177874239
21681292 47486103 26430135
4528438 46385152 573347033
25823976 52968333 22325403
26809014 68517589 856711603
65607888 39236956 159899733
50828343 5772426 709739411
23860794 11888791 397155355
69262920 21010473 635053879
28947609 44808200 506178847
54497068 69859386 619171713
27391944 9266654 269926181
62016250 7660527 413588787
70048350 27766826 433354543
39341983 40528504 721347818
13384164 22917 972145497
48618722 23812770 318496403
25417736 47376469 103384155
46197011 28873064 394028084
20867627 61408192 123185200
7685614 52830785 993153500
27829788 30932920 568934397
12810857 21841306 960823273
21158558 33473548 958406966
17376805 36721056 344399121
19528453 13465355 229175334
44959492 64776278 38606587
10798815 9275470 984309670
54590138 16001430 710299468
27457676 57514465 669584523
48284623 23630400 337314144
57923310 37821378 464033653
15449551 60155265 750946364
23003909 32748489 332631862
19212147 15001609 190240595
43630989 55353073 858456858
61111243 11977993 779429959
64334957 69028802 967934949
38572425 8609945 258374313
54225277 42717455 292148700
48376535 31675079 442242987
5870563 24236146 968019510
16621075 69265000 970856550
11400227 8635118 265514003
11396538 43526674 808377421
56990009 35624825 657953669
3058330 27773346 996388615
25605441 17313574 575958480
47237425 15326867 62589398
1614780 65338739 26001887
47445555 14545872 867240430
8528381 54035827 554611779
14859893 47787478 524497366
65249614 42866388 884727193
46789573 58964287 850603560
26869189 55317327 357907552
33151964 5162630 363644170
15906034 23022522 706418028
28190715 29156079 981688259
4264463 62870906 607016657
21427949 7028333 950024305
1544077 51457668 110443778
43854649 28559211 647439466
36143341 45849571 488415439
45066480 68789953 760444975
9178221 39975595 794651080
19788035 31862632 324620793
3871589 9744777 193733584
51250630 57600942 910363726
64556377 50015454 237900504
12647048 9344352 893779766
58247236 25881238 889348616
28480342 57311007 840822523
36051730 54854139 831757059
2249245 1116580 79338538
43073541 56165567 9444168
66308983 39066578 21263131
11367824 57533551 101325822
2379712 10648552 280119643
15355945 9697038 357972370
9309773 31052828 403020945
62287441 28741426 568881087
41549118 61823837 303903501
29505510 45075708 330010673
66760183 40546497 178417994
59772779 264766 985050403
17056033 50194889 529651541
30595127 37739221 961587501
45530253 6576231 583549783
17817291 11077607 50166392
62441082 35434803 43343616
48157051 29099648 785750798
30686246 51963195 998301441
6490378 13024867 649231238
18201331 7820914 646633241
39390202 23621428 578398860
15871145 2866837 430658729
64143716 17168977 829319352
15958087 106029 859426093
5563597 49001694 421569141
3413254 2209086 82690917
45862881 18538367 507559995
47176687 4088815 363797979
43339084 33610269 613480160
62539824 41998791 125754512
37859209 44690216 70428008
31308094 70965449 123202900
51787786 61944576 55162384
55931274 11917765 367459629
49246063 48829185 66313132
58424258 64975645 629328763
4127350 53509979 435326295
47826416 46081887 621201796
27154920 62585500 358801465
55580526 34720341 552893096
31061638 69908547 901272871
70804270 61031124 815149116
22280855 16625652 75157816
26256702 54654029 264046973
13924205 41781282 751671865
26563130 50542835 492229958
37974567 48616073 849346571
47061842 68293988 928746911
19717423 29327140 997603238
23202686 18783230 363295921
44312824 22344563 182970652
42754508 18430298 370169585
44142988 10995221 165327007
65657785 58478945 739080006
12544018 24261451 411602094
9263395 51135506 165206201
41609243 52316339 226124703
29253915 45899222 586328368
48776422 3162621 276270290
15941269 55762258 130846408
62597603 17134719 963692710
9643082 63305948 754261824
27504488 7353563 101855637
48121 30725245 760605180
3000197 43189415 573066484
479410 4045261 640632056
2556989 24921707 833151461
50961159 57397070 24425091
69695624 44936154 447006707
43502613 59199687 961275520
46526993 63246065 402077830
11338938 21604039 451742794
54728364 7422916 73006001
16052170 63952085 720371974
24455416 28272418 785577523
8022374 33615389 10732736
64030262 8173338 9369798
4452890 57617887 59158381
5772877 40944489 786130319
40032122 49804161 148314337
30386233 59961740 286551485
20605265 67720739 409979740
69337602 41013938 471593926
24662814 67878913 323978317
51901102 35712251 731878075
46012439 56486786 130177531
70096306 65624072 548258788
59361866 52754462 349805709
22365264 25773915 528598454
43867342 32711262 682496937
63957010 57862682 141852693
886355 6232477 318227227
24515978 68970600 86594452
18590651 68399556 528185532
60242694 47892359 375370426
68109404 45719323 677565506
60603714 60776805 176057646
15794954 22609806 434230363
12504996 54502007 811766628
47990296 33575264 186600404
4128404 31120940 907415643
2294081 46066596 906180783
41187640 20044017 151307726
61782899 30592463 907280787
71009406 47386322 321298259
33094740 22888718 881185207
70241540 18696049 675989550
36180064 30904065 952447755
53837345 68205134 245386397
9416555 65001615 684840862
36559286 68079905 437239759
5716175 7101243 590330510
16995572 58276446 884236503
24688460 67402364 266168973
24714690 17645734 205944300
6258148 33011030 26656755
22938802 32734110 732370496
25819845 52371211 883109672
36723711 1911702 799054759
1708892 50712160 549683998
16695929 49706107 995845580
282663 59356449 579790114
70461914 15913425 930291818
69812407 66967948 997633297
6255076 69272058 942806846
46765964 61794251 35219273
21497415 2389880 702054065
34545805 7250385 107399697
65351033 10039135 103389751
5331272 1242806 220644708
7496246 70327562 979245422
21421335 27435270 990269395
60942748 36316373 895678737
59042181 31216553 982052149
32443328 27445164 81872121
27329323 2855417 160471098
5492422 4178835 184620189
25286157 50082660 32110236
43381491 6424469 142827798
42796490 34646443 325182017
53639229 49135199 342779075
43384400 52329725 587886410
35130794 20855813 514571356
57712891 40399538 340057718
11464694 60205888 415001377
50957173 17809820 471404712
65521804 15329392 265788236
14354022 12527205 146452353
67171024 65633261 180992835
3741436 52182219 126232189
33662857 67395755 76592178
47966508 57777443 502401590
40249353 36874938 585068180
69525468 24974033 342295814
19973955 61351760 743188076
46436261 26680249 495207567
47796001 9481186 300113429
59067194 57844546 679342313
51728333 4725815 854493162
14490363 64141924 364464242
39988998 37075487 322604248
69010832 61905123 555801042
8245994 51087459 673985555
17684627 43977930 15942053
23669691 45548632 595510677
56168966 58528194 427809312
64122797 68663876 984623508
40238035 52518571 615541349
27199577 52109829 448324597
24500548 62999406 794088153
51731188 39897589 77061038
17422744 33799003 472338432
14184939 24288029 858844287
50898846 1368212 18393970
1618906 66614726 978734319
38219156 35098551 389590091
38425636 25891372 259663606
64831035 21087920 115354998
15052565 70537748 555794083
10900321 7958665 459277981
53441624 15178256 726314282
55289179 11179861 248103650
28523259 59127058 881729331
48208195 52497910 108490734
49040073 4738918 138788030
32799631 69111333 544213056
34709689 10438884 415111286
42582120 62506793 232652714
1959516 1341560 289197327
11762242 64291350 741022434
35208209 25380370 47639074
18731617 48692366 15766829
43027923 43123104 243794923
13422299 5148740 478099698
41198652 25720965 221035104
61119638 50119164 869562395
27355146 22226946 698229245
21572752 12859461 524970816
70461465 31722556 980381766
35455463 56681045 597312300
59981189 9229872 741121533
47038618 47796819 866351104
3548910 49237413 930128666
8796086 35392143 105853187
52643868 27570856 79010331
4323446 39023985 321677358
4981865 70774229 136433977
21823094 50986460 396542351
4722563 55424438 773687182
50836647 12951947 82254209
8816143 63380838 613407741
69186923 44580137 169236716
5986306 9619362 773363686
70569096 18497969 775772873
12302451 33544499 859070067
46417573 31078411 446851656
60888336 49543203 903010359
23550674 8089091 872428308
68892211 64153033 914515617
5076083 64365459 987927683
28355779 2855211 204753256
11711389 54403495 639625102
57607085 51306668 608296609
24223193 6181307 312595533
37070386 8548464 259714212
260685 20238336 315513212
52579004 2496307 680145843
42780299 35257592 586174263
52311753 44177599 109947655
28329545 13117617 795153706
49985782 38874344 556027427
70541196 33115960 459560622
26676728 45032893 766426786
28146690 15511451 578489658
61649160 45670395 618476564
41880179 71086510 648031921
31559676 32764346 708177754
14868491 41130174 921443371
58443425 65062048 154466509
58759070 40800818 296513159
24519038 22722563 603512097
28001807 49635951 891481212
41086460 13367712 662192429
69264192 49138977 694187785
70158616 17260357 643308685
28156370 8078475 235623136
6936968 58080459 361664147
48817539 50985753 802571003
62858668 63960434 184234906
57803533 70390234 107929118
36248513 40898944 552057138
31631499 29024018 612877653
41107246 34382753 580189989
51573185 31256054 787336535
10011336 32943582 302434414
63440954 35552452 773946569
60066060 14801151 405338761
15568552 39067111 763168840
65479475 68503690 655872304
53520641 60117043 741384837
53706812 64786085 442489861
17929796 44360672 219773216
13205810 70016337 75362489
14335445 34262281 856780682
7678101 40294748 541286071
50982882 21080876 691160210
5858117 24721138 580444191
11406311 43422880 322121289
69553087 66911892 410549745
48951002 13387662 667595308
51063578 11888753 154526871
27493847 35334956 303097965
58035497 23014676 888617960
66946810 8557788 75481450
6314828 21350430 69359598
43181201 20287015 526294926
43069577 26440470 954087832
32260621 21767827 474016974
68207843 57748097 862948451
10948865 10458232 603149379
11732495 21086298 522527334
44078684 38607685 189037435
70826761 19280075 388569051
49723364 59534399 719118854
21970984 39074362 871434893
58395222 6738806 514149648
12496842 42823915 680511123
47215598 70039878 686127856
11253510 43559830 350045731
39539642 5602904 459240018
45774950 19527751 386882091
1300364 14721489 221638927
65986635 54048077 973048915
51377538 30941965 877418702
49940582 28459642 327489701
40109891 15330213 906583546
28802161 7088994 39031832
11614427 41234805 969736090
23418010 51457814 412405341
26950872 9567717 957955016
68769756 51559749 94012677
7064619 42391979 29612360
29469901 45360815 296887387
31616966 17469606 794745993
1572681 57362402 765533206
65437093 49060206 694577686
37011086 58900029 395421621
23726233 47396820 190590860
68396510 11290092 849409588
15672122 37551694 837785743
7384486 24597308 620710154
64058542 71189691 411831703
37297170 47851082 40695146
15207033 47203288 205905207
64789857 17504596 339576093
61260633 64734441 210533972
26546820 66451693 843446997
31638193 10617830 96129664
17438598 42877641 352751128
31230582 17741919 987970565
32907887 23094963 591461833
33264642 15075957 865252788
29521420 69196239 114784929
5826678 25312604 930235732
29598617 23490230 786535573
70464087 48553673 642379078
7597230 11922126 714019376
45399379 38964488 634870496
26461821 61964327 786975410
58276073 30278575 450840054
62519572 30496929 257546838
16813073 47941989 701486406
59236951 62438696 441938916
33544667 4283654 274833343
48203920 41765412 555975487
15370107 14849635 446409531
53484331 17446447 179562283
44936848 1567391 652522101
20260269 70213898 133464328
20246821 55643405 314637292
53955930 20221180 897386738
42225033 14705280 885115117
38377860 31035621 792136084
64514051 48552899 692235472
1636191 45913147 230641675
801799 48787877 211841081
36389414 61099841 687301486
43350291 10339329 521589609
26434485 34305486 391132527
5330549 35486197 311293816
3958508 3616443 306167031
41912203 59678050 195970493
26617773 15389128 668199281
23920978 20698583 409954369
3443871 19120789 786916536
4341635 22443334 76799481
58834776 22678260 17562164
49603868 2994603 962180250
60684919 56335409 959880756
25070106 11289177 94516206
64182241 55215714 277526169
51265962 10008292 810570492
44466976 23152717 203179735
70657919 19446829 374402645
26469024 51405795 636745462
25659539 257761 793408168
22802606 36118527 567212146
68320933 55762051 339564802
61053796 33837407 207883238
52460684 16079234 139407668
55170748 31730590 487101366
22357908 52941038 767005573
71086815 4746809 423592207
60169060 52558209 148363685
66502760 11913893 986818130
8253669 49215419 232269259
11581171 37521709 965639251
65973468 30683819 60479213
46115106 58151899 374495979
5742590 50494285 899269290
1508330 46439680 681971681
5999293 49155329 970294721
37001783 3710398 226926889
58973167 28790009 325416101
26292963 65397188 518427005
49711881 69401983 821834198
939419 15053006 625945165
49394638 11928097 67020331
54754045 13722682 477296518
17911019 14973361 971519320
67135567 14431877 120184497
21541579 27489037 517794040
36484207 7239514 386616310
8145807 40114509 394275387
6965839 3546254 332948244
7708968 36636638 756296443
27125599 19900912 16067674
56605743 13078912 396396830
29883627 69548887 485133978
25405147 59444403 842288983
32739525 14432794 238408812
58802865 15422700 767824158
2328199 70216776 385905988
30921905 39849845 493361915
15583149 6328674 760940492
23238188 48944272 798388854
54043377 1248822 203358232
40347167 42551924 940356535
27139635 16887401 948388389
59111782 36934919 524023691
24019940 24845879 877699394
27916883 51618775 386108266
5830461 31170497 434161896
12785850 28597332 540250555
70394907 36826680 885019136
48201929 47314636 319832681
16211326 52332351 42396385
10382063 3284034 861973488
55207905 28941351 719722339
5487307 38677860 291288504
31291070 61759995 816653833
4178655 60199626 93895669
22654784 46879619 702742974
49292702 9354296 653971738
24362215 47246961 246563699
63692820 29763891 358077283
11172408 65156449 188247194
9754917 57367378 649519818
49480048 20414135 28389800
20222806 546563 831719511
37295528 30286786 223567004
59279284 5747428 360787598
51488678 65790176 470446426
2823567 66810937 584597920
28455911 24969409 330695463
45735187 38710579 972935487
42604054 37713105 848235047
36461464 31616937 913425932
7208805 50212853 902418632
33718681 39563732 213112244
23640344 66091000 956517693
14329963 23670186 978314882
46770162 21502164 398399839
28957869 65624594 310966698
590010 31627409 153052488
64422020 45613964 490815403
69834668 60711367 27116534
32248658 5210792 699621492
33774358 22687149 843909730
53627757 46526779 638416256
31669434 24322425 470971327
45546665 208395 861331140
4943556 16962642 651470495
1032471 41632804 396870622
21820747 15280318 302471846
25732285 8962826 384271065
45540059 49283236 997838731
67277095 24809531 531874351
41784791 65395874 634751525
25382119 7439456 726908981
65400573 42193366 194139970
66947703 13573032 51486358
28392288 61898930 741526395
46006570 13111516 562789413
39596067 27889818 361772085
23806485 4366735 679681870
33197376 63072243 472381179
48344438 44292021 812204642
68679396 13218027 122631106
30192028 57505421 585647205
26521850 46998309 627797335
46898831 58925449 384173485
33202114 42653403 842380694
48097966 18021169 132799519
59576849 21559100 922139957
46859040 20931843 188945464
1530735 37866782 900843495
4923564 54178754 176858750
56143639 56405588 587382783
1937679 45736879 406328505
51020051 58651185 282245702
49922152 21540470 581974269
24162576 40335419 444733625
46908916 69089226 616619741
45035680 8930826 232046310
43743331 28439463 216128254
55157663 14354761 618368976
57863981 62395150 796148610
5089472 44368490 471483820
49588713 52456538 63394247
36383784 49446491 23775701
53672438 51429721 31221278
40142750 3856195 180151980
24840525 28309901 832364847
15463893 42616621 626109580
5314084 52334593 712396719
65342313 23158082 660845514
44553159 26467238 819294602
67882201 41798923 556876509
57708932 35183848 7290872
69332664 13866611 2149781
51744688 65219789 285491968
51253604 25927200 566007447
53924881 5271276 417583627
55630975 35541614 124324202
49877428 59507773 340347660
14908189 70969604 131677953
14677825 45116799 373029008
64426943 66383615 278144252
16535031 814493 909936752
61026439 1636381 755113243
48055500 8163650 917901471
65607073 58575121 244332724
55038855 66444658 659707691
43024013 22090197 734519895
5124480 49708746 322463424
6500459 9704908 834042431
2532898 7962260 182314700
51527958 3628651 498513786
42985756 33585306 50827403
31327135 27100035 143291838
48111978 3745438 318915954
11779761 69139040 441154080
59670012 60803437 843422165
22609542 65000192 610261906
27191055 46344406 932254255
10862236 33879917 276766931
58548257 43899156 341558242
29702997 45059452 449255844
24802143 8458050 476405927
64028196 10210574 614502377
17833949 47089317 947671536
61229373 3750797 362243484
38709945 36185114 749985612
3595227 58140448 148829871
45691739 14534819 230571463
67297472 49909884 999903569
50991819 16766145 4390806
66744427 67815306 795409744
60291956 46099706 110856609
39297683 28625501 848780068
35985188 66323148 881803929
47825415 53671179 978736122
3848238 50694400 678207801
55767053 35842669 973319879
10001961 58188182 119152493
29170153 48176889 826642786
29292762 18014992 614709645
26690188 54435180 822289172
27783591 63322755 117765720
52889550 40026092 597458717
9515279 44210635 99923347
69547386 59457755 504853544
23793994 7884073 470539275
19986819 9292321 237957410
36300284 7663056 291704501
56908308 33269147 510467375
27106397 62101021 709340490
32221680 63062782 645926227
64068497 31895404 429717257
38567756 62662468 670573643
70696280 13789260 310291174
31894935 50602181 558627610
36792497 17007408 397040755
3873342 29040267 763941214
16093240 27559133 886566965
7335752 26709811 923922494
6023820 65346380 711600377
21425188 20369297 532134081
30195197 25120423 502824142
2336394 24369713 152359849
12356412 58544429 373200955
58969957 9651618 296951377
68746748 60430217 910526394
7215303 5794766 32750810
28864041 52259657 529151449
5708887 24407790 278416165
13331976 42057707 897217209
61771029 38514259 233247536
55792001 17330780 548925693
55992165 29060890 412205052
24393810 64679910 180515237
37064863 65076087 327003103
51693865 26338130 802756792
49257563 69806351 38369575
53094260 35448007 183913395
69782387 45433813 702465265
29620367 12283568 316427479
51921025 66842119 456772574
62191665 27220679 726520002
23543314 42570767 295862706
38251950 19906524 819319305
57604955 35236236 849846477
54401351 67579775 431663103
59148756 20842806 186154420
49343744 26438815 399319407
56815287 60364184 294610688
39903851 32857584 693831561
12205265 9928229 623785733
13830463 41017262 452590410
52916875 1861356 221801285
36991919 40293919 880062338
60311825 68727126 166849250
27796369 56912761 585365783
10696052 2733755 7875703
21425503 14921903 875093838
59530835 7905529 982053748
39338747 13027597 867649308
24093867 34698293 329739916
49069028 20755559 555349469
1666602 7683197 449971155
40416512 4403450 401859935
2178868 36530974 468551155
11114802 39915919 229884127
65294699 10388169 257747364
58617632 44272138 307668392
56006811 46956937 360218311
65835865 68142417 508933056
42657903 26996449 995639199
13521493 3245121 82765531
18953049 46484682 930461657
2091722 46932514 264610691
58942824 22178526 378497770
31567937 17078843 645643849
23041641 48143503 257344729
15349585 64416449 830812058
40616973 40006599 952519382
10903265 69629755 223576865
4875737 11969066 494771787
2989237 59770732 677326163
34755641 602745 325123292
54702125 40911119 207568941
10140615 60511070 844955180
44606075 38316729 180229942
38988455 27388808 991584299
8708683 6840438 662186560
67453535 65761482 525153192
45027594 62502763 984478649
51296453 4884532 83315551
70397236 50968819 516840322
18599645 16653164 505376777
58261980 53408104 915148479
3016073 29051738 285200934
9448529 10676575 126659128
6366948 43511936 326771696
59629868 19217908 411669305
18445411 5078935 564462420
2589557 32779782 12910029
12078030 46584695 486069561
38383150 70897406 283484154
64077888 50594108 609848544
29702767 8766597 244103142
25776817 370747 929617745
13962263 18020614 698523392
63681845 69838374 284830711
49665612 26145584 481078096
67408382 34524017 57610344
44070374 30479455 797942651
21245804 40921171 492322125
55343317 56125266 672917791
53371219 36969978 23290116
65983806 13166187 17815493
41671416 61234375 271364736
18592814 65889072 693132819
60405293 61931490 387130595
11191544 8266627 782367850
61338798 4761172 665937366
46205818 65880760 989315850
62841099 61666935 652537484
61848066 16421288 644777441
35449860 69630755 609863790
68476503 3516517 565218754
47087305 69857088 874598362
39533015 34920116 652789507
11620917 36274958 596460673
3919105 61478373 603788771
25762600 48045339 834827401
26933900 63767648 950735706
55534000 54924078 946092138
31751009 22867796 487892964
30007509 58730885 193185528
61795188 40753742 568920741
51572242 9719479 286715229
31642552 45002178 679731109
50293692 41207770 529680820
69886262 16934122 210387802
61490195 24412903 835413817
65476994 29434706 110160732
67602204 46644186 894725375
1492060 31154590 145134278
49738165 19629923 604023790
4752319 19265411 610530341
8538331 45353541 8465840
63330445 15737350 901635609
20921235 23440898 471843864
19484819 61937226 963666027
2845918 53707258 129173393
66608092 6970478 866559763
15369306 110510 494488688
57030700 7191048 314648862
12790331 52363766 313055307
36703839 57817099 960665095
70215723 35663870 515719714
507373 13090368 177337842
27468810 65016378 45032031
30632992 63195228 535517342
69851653 66068001 692911287
39940542 38287102 738630856
29419005 21272562 281223253
64059845 26944113 194241269
48210476 70044774 236350170
1779291 61805716 539333500
37377180 47533384 672952855
36314241 39635325 106606974
9446553 67953800 594966241
58957855 50627078 734705407
41730551 22222660 612673636
4183456 29935439 820366454
45835451 50714313 373497988
17150914 11423695 574690461
44483851 60041747 516221002
23188516 11956096 463066500
11523067 25686143 784840714
49116349 42170983 588819969
27849580 63304686 238934283
30826194 34063420 592453156
69249042 37930850 84571695
46512894 50656222 188413902
