1
76499073 6164
42431958 14940670 845663258
26716015 74250456 38379306
47406269 28183916 277360823
55037549 33975586 766220165
832213 71761775 747926742
36688472 5355340 902402636
40076563 74642574 394341439
56292611 9605706 740208421
50088450 40196280 516347800
40339289 13300445 599842787
10087214 66153810 352629161
47531524 4339038 911172684
55581880 38132038 35562119
8357547 56318422 279622779
71645332 42631496 633525238
2891169 11354192 574928299
62008401 28812486 285730918
14294817 72621926 228660815
62091845 14792106 146972362
63732117 17604984 638218040
58845314 1141888 569482231
36836271 65354531 196293414
2856527 45074269 646026494
23014011 43325443 402281628
51722260 54349420 967218937
2955723 19317195 202318259
56854376 49323002 68409258
28490378 65366280 436874532
53267836 5609793 957835483
30187781 36422535 20587692
75455059 39673270 540014417
57261340 18576178 826093003
31802828 21884232 391977046
59007060 16361820 463545046
45231975 31057190 998482895
20458148 39552100 620849023
28238206 16793462 762131152
5522184 64277952 65593341
63881133 39207934 977215650
73576796 51294245 455157467
11671502 54659255 311189455
28509939 13429121 249116064
24110282 32875227 871215007
65176319 13438644 638702907
17637064 3006134 606544984
43761095 39970739 816464692
57366174 60461153 419369147
15141851 31986913 520784011
6029316 68271430 42383644
74374901 52972219 835797716
1425898 63121953 460166096
57550543 47503004 761920521
45024733 69501324 656443345
19499519 25634323 432855049
30204744 61274084 569137536
30039805 379599 74217930
75999024 54365736 848808554
55716304 35522578 571842676
76016986 60122241 188375255
54982063 42890663 146515318
73699823 55792183 78280508
46815684 40181908 237086581
36753188 66410107 117942668
13415174 13290103 138310588
49165461 57667654 839392658
69813598 57190277 806295712
21000428 46412259 102122812
25283307 51739789 587142270
66358979 39978605 308975521
52404258 15959537 783571030
74763855 27872135 970159727
4715586 73059483 161811999
21540543 40679069 412241562
19648510 37618902 686009825
69864142 39427129 792920307
72320716 33097812 724905760
69011189 74837545 712721293
65812469 40555180 202978146
42926607 43474193 426068469
18820226 61942243 436927820
71731133 24116883 361097348
41948509 31750061 443684708
76054938 29377264 508143863
8858520 64484900 381667813
69565967 33861560 616536420
44837776 50498679 824710713
5205704 40935003 326894433
49522409 13998930 317411348
2830239 23450608 88337151
28742821 39801156 436344859
21137998 68181760 445107116
34088420 10206312 238647202
52311333 57724896 116337580
29837005 19322340 78201427
29544801 2970702 885695349
13870306 59516046 233450793
13409859 49464368 249208399
53509922 66921600 485560183
50996164 8432913 302773132
38518942 62699279 136199122
59985586 38871759 690816700
27946703 7895235 153314834
45286723 57707374 448863168
42548558 40723673 615991310
543158 30187704 126299654
19465565 6076267 225788710
11471789 61957021 864876300
25143089 58495521 784074698
13362602 55529139 153986571
45068373 25860249 791328758
69471200 12170542 510635884
70562237 57826052 359192080
46028812 24846604 588499427
26793960 42781006 146979999
49351211 45647378 958440931
24670887 45919981 174601240
71358843 74915286 543406907
28965595 20651010 381275864
17722557 16961498 542863059
18997691 10328258 374270896
6542988 17397263 946320963
46357359 64629268 534731947
44055828 34105138 504240063
34299464 37095772 911139330
56109197 35193281 652705242
7319156 25527901 971972285
72165633 55100413 294062068
42144021 24639347 200656391
73367976 47165821 458841913
68402276 67404733 318625354
58244605 45558416 418271548
42502379 37584023 365520095
46531106 14203625 313026208
25869995 44639474 914308106
31823737 27851193 481071910
17341047 52024687 495359343
2862879 6239612 756383226
71896223 64750850 467435822
54714266 50138719 427307137
16197810 27114348 747223687
4786021 18231031 15631186
72195351 60361463 588618186
44151429 46311578 180152818
44019498 67665610 19606318
22469310 39284847 388415000
40758140 33385974 293879765
41678821 22144633 377781046
54859195 60274305 591093674
8642746 15230147 799996927
9548537 42988669 2618652
44914 18586366 690978194
8522294 48931568 728531236
73758698 39242443 943628757
25260361 13916370 304996283
21332053 74737308 915212651
35796238 39385118 896739083
804736 38070259 474247432
16170598 41582605 445017956
19021690 68788308 156986135
32280608 64426086 102314559
31867250 24403944 244632765
16365145 41037016 40702468
54629373 68285903 222159304
51294820 47104174 578812106
29051717 46146474 113653744
21015680 63419689 885550759
58459453 8075392 555185273
68724962 75790391 209400930
75382499 69694014 958858405
33031421 2424464 416059241
15740091 66217022 351299836
3222725 60987814 461875524
1191317 50358154 346990564
19852134 42582032 849419619
76071735 69818614 801334145
66999575 21781610 337251220
45352184 11383027 448611274
7486026 22017665 706706873
9089098 51699027 330435988
4382974 13369332 51755505
1734876 18337334 81424410
54980883 253822 431908658
40903571 68590115 174853955
54674260 36604532 809071312
60166434 37162442 927285891
67702382 33508220 362030942
15316917 4651985 396653059
42487055 30699186 760359165
48957874 6810515 349497942
69162338 36432304 903721184
63517128 46407681 884509370
63396128 65536193 900102950
47974487 29411739 734898094
47717133 31086657 153529429
59077163 46034136 831325780
35427551 50940053 923253688
4839489 30867869 119001052
22056752 61362815 54972075
30658640 21143847 282602229
50950820 40785879 324193094
56556982 34988051 202938792
68702723 19258390 595938729
62565151 48278655 249291620
61943257 69373091 139335993
69668347 36183132 785353875
3771052 50021965 312014690
19714608 42123026 258038621
28825192 26504689 818011432
44013007 19815072 413247481
72521097 12694672 331070787
24140806 22863307 428007386
71387146 72162781 102793596
10639039 64995289 475392548
35403668 65714357 707476971
25540814 75179874 661398026
402510 7565691 59622186
6379964 55498844 508671699
2081520 47308213 39109113
29676720 51201953 716437605
15560867 23845050 467264764
57252834 26323205 80998652
33837161 54623110 82897763
30123686 69658818 826167401
64008720 41763370 582397133
53765027 447992 699480032
53671289 49070665 324260546
18119293 20911478 78098726
58983598 23636287 615773125
34952457 19825651 776241195
48047729 12931127 46293278
69424549 33422483 394114121
46719187 4107930 152504885
12607039 63390029 860473767
66091085 58177521 973093753
76236396 63506672 132727520
39920895 7560032 826753961
69186096 72321689 612020286
70380665 35365990 976048639
73104292 74315772 517217279
58621174 28113824 790476626
11187383 73767568 644789259
47088299 69652507 681447000
13735270 47610789 740962128
66491373 30510695 885226968
36247505 38980785 813334786
12236463 18727857 790417784
9210262 67216017 981384171
20126930 11172590 510446278
52796629 13803244 176688027
47330965 16529271 870959357
65770925 24597514 893324902
42576085 43600907 894380498
1140078 59150531 582930079
8044497 3540062 227924925
13111168 62002238 177043198
66389870 6026125 5463804
58228892 69826517 315036182
64948796 15029248 392069676
6811350 425996 42994908
24733173 68818382 353996963
66048756 70258168 225349996
19692151 37042261 948665409
54014925 72396210 146986845
48476202 20398421 588014525
16057348 54387114 186407946
48640899 18091131 101760906
76097669 7094836 269353102
73707674 59078112 547412441
75605969 19639992 479019962
21353693 15458755 67600066
67106239 42473764 46570679
67669461 15303910 826205908
10514195 41869278 254984535
53258363 40495518 332798477
41854313 54963379 943125129
15155721 20563989 986836429
52375170 52083197 625255504
74626848 74114877 178058989
18781335 17743308 732648161
22629021 26487375 564236850
60455987 23569481 267161984
8862122 57723044 226366564
26578043 45595301 482730991
30770727 76091392 406301938
42067378 72774278 741262915
43678283 60439497 388391414
11602709 59577197 480373994
36681586 32574498 6421965
70649493 47694907 449174032
70961983 76485559 775125206
56450509 46015208 229707549
40957914 76386977 792810155
4571461 20053499 122656134
17780882 60737717 841009049
3019657 22069049 610331434
47499749 25719964 586034242
49832311 54195974 432591752
26689854 37414188 528472469
24686692 47467087 753638603
63694220 57222684 573663703
31031665 61905835 163567876
45990501 55006263 714539803
2768848 11255711 843243871
19665562 48872698 192530609
79729 48909093 617341870
51487203 7711995 593828851
54577619 18190460 324762050
12133060 35745065 254132320
23566758 67572605 142834671
11643789 27092892 127543831
29551807 75556135 617322954
7130883 54505500 678521009
69417939 4141702 862892694
21669897 60041954 315784087
70180810 36676419 700318796
58390861 30742254 16745291
30226922 23864475 494618201
44688030 8686051 906165934
1529841 54223725 535517015
9586193 26134669 734448303
10965136 54380644 405476146
13608413 43995612 203398534
72215717 14594078 582336235
52130352 5930158 579575265
39851214 40017075 589593849
1034258 73838510 337327702
20483316 69322231 542588429
9992574 31501091 582280113
48157666 39270491 268864032
19433160 41645124 356067043
21401206 68403849 488204046
58551015 74193026 108396694
15281778 17485393 199868993
48902564 72430221 174336086
27171487 67041727 472064801
46758258 50253262 235115075
31052460 25943630 719762421
21015252 69933624 864993926
17988373 66537400 522351730
68042363 22248424 88215533
17234178 28876189 670736038
10787919 75738294 68476787
45196740 50446492 938812303
64717634 25557569 102575994
73504805 23240098 399621743
50739385 35854683 41007602
39112009 72855257 534936908
25014356 969183 683467977
73170421 42152942 288059251
7066372 2778067 882539836
52212812 26277139 432853925
30871976 70575050 913608815
15559278 30676021 713940289
722068 36632215 910073069
2306643 70219969 380737418
70300319 25793800 384338355
49448446 11319457 836813080
12320743 47283619 473433511
40752956 49258276 153148849
55872578 26516835 976354952
15367081 60981047 211633936
53088898 21153344 653678200
58511609 74934230 260976320
11753349 27348462 17365316
15934499 27965836 588821199
34603031 53377443 254395684
72113950 34155889 134213817
59874492 2535833 64598500
25392256 13811508 281987213
35769061 34713452 94793416
26305786 55815924 730567327
11306523 47941801 161200671
5629892 44712950 509016495
12905626 11006027 12488546
31375618 47383346 123778157
46702990 23889238 834582816
41228283 54413872 332257123
47500654 65070376 931594730
16450513 69124152 720176908
44907043 39281238 294412626
53635171 14120489 13647285
14865884 23980308 513980444
62123236 52290108 231639600
41428750 6243300 217949850
216669 33153218 626856538
5289763 42150562 379444591
9417939 33396631 419480035
54996894 69224155 229520443
66564651 20580879 301242850
69527300 74355267 560388199
42220251 11790621 358104959
10928949 35575279 510816479
9124450 70311107 642955300
33490875 68199269 744580549
32540686 24111503 304771109
4332953 56643271 939002806
39804301 14838477 777922760
2789764 66322725 422840666
40688474 55687265 625223371
41876285 1270236 561408457
74909647 21750805 230494251
48350050 1210141 9814372
2890772 59122298 223950035
8387282 18190531 650124353
2309562 20795927 930521732
29104957 4008487 495545570
25255605 10432085 435514605
74121067 20846788 595331978
3951513 49144465 976725745
75078558 13678592 539754629
154076 23497235 789905982
34701997 59523029 327988628
14141722 45773515 971295405
9150992 72477193 362094319
26716282 25207855 573324468
5906870 43164667 586884777
3308234 75695020 341372068
52120063 45020083 228137603
56536775 935978 433174089
35942007 44546396 103784755
17536867 46249115 895527949
4117874 59810809 220078597
61678724 51257986 265616435
63080831 40274318 342168831
35468430 4283428 910049649
35975647 14026419 794468381
40803132 64227975 779689702
9711097 45283832 763799849
11552564 12513140 178926758
40873629 25077117 127563219
27836405 31804646 356121578
37764303 38710506 915952029
9646578 40736007 162311307
75126497 17360556 89567638
60972661 67266424 890240997
15892653 72364728 946192870
38825705 59294145 98694078
66728418 27791442 758095275
71982963 19144877 413684866
6795584 3423910 602029706
19541460 10568333 644734176
45042114 72636637 796190511
41305238 6018230 990555269
76454626 37838418 171707945
41988112 64610171 217427327
22903561 52593448 371385366
45566202 259504 643982995
68630297 45648225 448257503
65560316 19719090 601450450
45633514 22323278 671053335
3534314 65847483 249719721
23351445 32581809 150364628
22614026 67983563 316372199
14530885 53655708 879997932
75525192 21324819 280948055
41861155 74037136 337644493
74949582 73039587 337659515
6403070 29759021 252250059
48759936 7311684 345826275
56612284 44216839 826011940
16705228 9119904 45051645
5962941 50840673 693046389
47848470 35419142 249733289
2788289 48630155 867752178
1910386 2459884 735071598
25173165 18828970 490955391
8086660 62826415 456833033
73062441 62388229 831011050
47926907 41341711 651854797
12097581 36870439 639707987
4102213 60048169 345737247
51099449 51127481 282689920
58670208 46708188 121703984
6745669 43598285 535628159
57688273 44643815 631554807
64616966 72181823 425740457
30989034 53317531 163337082
20565667 67840771 609688465
33186683 3058022 573151597
36773515 56771724 885287264
63377316 34854719 420431029
47638266 28695338 934028752
43008322 73607630 828813802
37687869 229196 47507625
14183262 64334570 633175400
60537620 26615408 70221573
53871128 25101040 540442851
60294896 5146535 973043787
76282594 48281955 767313121
18587717 68242924 593629889
23575371 16161053 97730827
3722678 56460033 11960075
51651025 52184326 4266882
65510205 17702155 913209767
56177180 34187452 262383654
57787089 45127668 768290381
34163651 15313471 540509993
53844281 67354648 495926010
67117956 16294287 888148038
57670728 43767254 40053810
37047192 55826255 553530179
72221507 14791145 596761466
20249847 31032732 844268230
59060138 43297051 43622613
45543718 7002458 294434631
50996558 54690601 903761921
25471973 41657338 566164082
49528077 35156273 391491044
65353154 15732175 200655559
16574564 25904618 574092508
56812893 64062492 670813590
53808560 37711975 707035522
17644620 1406903 124939201
16583369 4112787 2344444
52398661 14367424 698274052
58936170 22024975 114035292
48574264 36799875 95624908
58144553 990301 817216939
38882726 8057240 996399289
4748577 32129685 326866402
72507731 16299554 509581950
62002065 4017513 100725496
15766855 52470345 990647877
32518353 27373421 640793643
60176689 64268249 762386310
53281029 69875899 991208057
69322933 27723919 140285315
21944102 34679675 504584073
17371400 39751419 687779355
64717682 65225035 786203898
38559228 13357344 587881618
61219516 65015888 597031293
11024858 50739497 941902489
45717071 36993103 453364666
16736776 67372261 582363608
23454429 33941881 250941758
41240602 24940855 399683683
22266507 2763906 330325459
46356533 25891969 643163622
55528182 11079018 203936496
62340546 40492882 528415462
2795102 2447215 278762710
4054673 28734535 968633130
60938499 21001122 602086241
30300479 7383098 460603581
14500365 31406049 86801421
41335581 2666676 925086476
50821716 53751247 306453790
55122627 66775361 48283896
1680044 52213594 716457887
63273339 20350907 28427107
40614278 53722150 217358059
55943413 41365826 867968623
1817430 53377910 364846571
14863969 28941920 558755294
42945227 69058872 383405295
7805285 72945253 665246623
15549957 56115757 371391170
22986867 10366923 48545083
38687992 3235028 224749310
13786926 46526624 300215457
61968743 38170681 846131141
40495803 19224988 737673898
38985326 13559974 562376743
47941482 72693695 648227734
22349570 112250 103232485
60958042 69954610 934700768
12737107 27136797 31748946
76216284 76087185 955036743
488730 6581388 932994416
48094648 75602274 792116084
45750061 1870302 123353922
40150845 52584279 560753337
21706043 67023597 122382191
27418284 67649954 148237683
17376510 37557942 84537057
8635833 36328275 719767699
15851534 51182250 359305982
46752308 47102102 753902078
25430208 22065810 237354003
16670433 18306395 998023312
63634511 11827286 654314709
53965010 38877961 751282459
27959795 60597458 870563612
62215395 74864206 156190501
19372505 12538026 403314206
61148718 56454526 304758151
29368610 63924127 838057563
72772631 44899765 879131124
27162706 74053342 431912776
60172104 52220095 283410258
48870961 37296212 142235371
22186694 25953030 10113376
46033736 35002884 361565574
3191933 22467156 263211359
42572505 75804374 78839278
29360636 68795736 14643265
34916703 46433638 650940631
64094505 2178199 397308664
47445985 39712995 762625398
69181205 68383029 508290809
71819807 10030304 633859013
37954342 56871560 23902061
68943536 58144301 86911673
33364124 50331077 108692050
67443817 70172948 772060419
10496156 16708751 661447316
64260940 19800914 959268145
68952295 18615276 374102120
62098167 14618370 779716539
53324964 74922859 691499022
19736568 11318351 65859528
72932815 2534476 163525408
54133594 56364999 710298549
60894391 33986423 278734888
4487068 47446553 451994672
58553206 13311368 91134531
41313567 13051353 228885482
126845 68450671 46862325
40397229 75807495 563417730
50716526 11563881 696792756
48282606 62661163 835101908
28436331 1869739 208218663
51542609 10546711 630532627
25655965 37946412 78302994
53993081 18614855 598880136
19639271 15227500 751823825
43266086 25186037 201442047
23652168 19820826 233601387
66472538 39193763 573613582
6472101 50616753 932925001
31380760 55490542 80020377
73536293 3990296 991338900
75435705 52760622 161791401
9311968 25237868 817550962
18695762 28622605 457732828
45609056 19900874 722680418
18324762 24601799 978477932
61397965 48277475 319858046
53772840 73795110 537692851
47830281 600158 989068413
61112813 32836264 89567333
40446007 30753601 660231794
35529325 33631013 147769053
57176829 56638396 97138086
63653017 49427003 258301457
44497008 61069380 643659065
73378605 983685 298848187
57841644 66733334 114856909
36806905 47688289 266862134
69005663 47695232 284434724
45676997 40622120 100823181
64250191 63099188 445539433
2646144 28609214 630977630
37633940 36962028 374469142
50752796 75443949 342926630
35618110 23290178 822668313
40948162 4270861 909872959
22418961 39239349 748820987
46118317 37129509 377809594
49942804 25248857 413504425
27653463 53200520 667799692
64858567 7783731 192953105
39806775 4870661 866267480
75270401 57454318 475124605
52756066 54104310 546579339
39513815 34026105 259157446
59459826 31747400 100300324
16495881 39286109 574179402
58887108 22222823 889401136
70819431 12104626 347582151
63026868 1171215 252934406
20542197 17915258 996723868
61396242 23394331 272750314
57371775 25962530 896715617
26502005 21790321 793651262
54632950 12873717 589881741
61739076 47845090 191353720
59219434 66605600 619617453
27853263 15073516 884605810
37055762 41562223 843228933
12472248 56124402 908275478
65688479 42889742 722103305
52408454 45634392 719514131
10210773 12506848 747244701
55363947 13524755 262290671
53938241 70182705 236551708
51190474 51429047 262552082
22275519 23325274 451783806
12790075 67315476 118219146
51982047 37545880 187647767
56860562 37222266 977848817
20020388 66472451 374678613
9007264 76084990 906943748
60184786 35199341 642645717
51071713 71798952 511206133
70733146 3616275 976510498
22254843 1496303 196121151
70800334 5495734 460654683
4037798 70021416 231850330
22348419 67694729 6836950
31524199 22127360 912569426
39526263 29609599 83712017
718946 24491779 579670711
51196284 48615960 503310725
60900624 13745865 361939682
56358811 22374984 651181615
9183266 13309437 954124421
53259831 43954009 244334459
46768988 15235610 201989858
19435979 41222272 240081211
28287253 5469701 474193786
57521914 19598276 732425734
44315958 50778247 767214858
57876030 76156216 66617813
26228145 52636084 769091510
52191800 54159031 828842037
66874518 72818278 265145062
69882335 11708814 748697458
34547566 1348667 976641699
7740233 57688761 953091761
43495736 6539036 468526382
40526915 52926113 751166715
13582254 34920481 108241167
20756876 46916421 817639139
21579540 45952981 324910622
35607175 63080076 50634434
5086991 75047399 345749472
41511606 66772791 220158834
17960146 4660986 162599112
66568222 70565610 938952626
67730304 58939855 400861346
10243931 30547460 422346065
48976962 49755225 250515400
8098248 59710956 635293002
74770900 30841067 966582933
12401604 14849220 207859064
72019284 16519269 586715152
28307972 33054846 949579055
42357829 69679998 30028311
15165041 13248647 626976206
43513777 57250733 12755340
30752166 9710467 463823099
25423826 27360182 343929802
25195316 20919339 134624062
33127397 34365045 819039205
30508305 37893399 604118069
14564497 35318272 65363315
65886834 32130547 479760516
60864718 63259363 519614443
42749711 73357547 411908029
51996605 53782492 108645523
3608468 18826586 956960030
2146942 37657989 521683225
6635261 73766377 524867186
49163624 18201786 598502972
5658922 7846178 113747732
7189853 2421231 93302739
52954371 37934971 275647184
19236698 36419278 675424147
8537806 19932325 898778438
57058494 66771714 798094262
22343544 32811541 906844852
59768997 25005183 195115217
28704515 35467872 121897222
25237671 31874829 809470749
61217409 48042576 531461397
37894672 40551190 268262554
61551364 44331564 113860758
69671671 447763 176762151
70281397 28781231 435708657
23658986 69566872 219274681
74862869 23211676 356429977
43494914 73845095 867862128
29755108 50114335 19551550
21543556 29073166 294412587
60479211 17460525 477875156
4881614 74102713 941361718
44751683 7917047 714964331
60142700 43645433 629089148
61953102 59570258 288690392
47297274 60213929 30950515
71716769 42340272 691655584
33278365 35012705 784772922
14684207 72430706 809832810
9644902 3901947 531630071
66988766 55787307 856536142
34299966 16100387 231720313
37414381 58906198 704751637
42280642 4746281 835888022
75102526 3421660 9938565
2421172 51908978 485380076
47457378 37632473 947135103
28652784 53323659 293428409
32539521 25460740 372916281
43570419 9378977 572395303
20671732 13514011 260409784
27360655 42790961 779086325
47999380 26394307 806707646
38555634 75313396 824697474
28749416 17671525 459672593
48688647 51655596 361324680
60553139 52207825 359678644
59906368 57002037 428506474
16455912 39269250 561607776
58322418 22328690 53779581
70379934 19323860 672254185
4812870 15341954 540746199
36343037 35196548 676018978
28140651 74786461 153627918
56655850 17292667 881259604
9590450 19714212 378076629
47651450 37099207 319654157
76055642 53445817 680876229
4340347 8699610 418268118
5706646 56853865 909991306
49326983 15469936 727732479
61488301 30149880 31046489
63843424 66898333 155643717
37375696 18717105 692917179
4799779 15131256 422924129
66426137 2779842 731065902
71763361 42209181 973209146
28652978 59708531 327335865
69767929 28418880 205879030
67736089 68712996 867359029
15702609 42426548 984493948
55452376 44505343 30214284
27512449 43122104 967597426
15826547 70622173 140912145
19784796 5733552 251881986
113044 42225372 465517762
33592633 36072226 344996247
12716550 42537049 937825168
1042528 68413692 623641718
40686246 27587022 278010837
41516341 60957590 765220066
71600921 3586806 133640498
42764951 4654006 984693622
45836041 17722893 1738683
53072285 36811080 836992544
52714298 20130529 782521358
52590217 9852620 688646079
59533466 53148191 547257571
53295076 35560514 157082288
63336706 645963 522021822
60463927 20466081 303658671
41747831 46406614 420247832
20460138 55442027 699398126
38926210 71124905 31055599
36929397 34013408 79419262
2301795 39331815 831600571
58540720 71369121 169058456
62173876 18317461 999401562
25437864 13561389 345644791
16914587 57453360 24005563
73269949 65930660 631078134
16737696 34028758 802410449
70996168 68418740 158095075
1308185 45761303 752488636
9221546 20347422 104348271
1936955 10741855 843939851
51622962 73956050 176401247
45371019 44391771 134609088
3832710 30601179 38534886
5154583 55119121 102920195
36853346 20125686 152011448
31564610 66261666 28649432
25835579 37420198 754809594
71527120 38509891 872247634
2541614 37291355 241175262
19224031 14144831 635588343
59370993 49939251 937592687
34797041 66161446 786107628
59846500 29619322 841889483
63588643 1663054 874898238
22871546 20850090 51642090
43222170 19486330 629575055
2227986 10659902 978793805
62228841 52756109 975139367
55859395 62100076 523934973
24632767 34724144 887938829
45607886 64162997 877416352
35869020 63969376 975099854
22535442 36757606 538599756
60503807 32367604 628147090
53604342 14362294 855068235
59394346 21203145 908314635
29309287 31829106 789316489
24372193 22892175 155191611
43529994 28722356 876213912
76254953 29419997 400608605
706478 64865620 189125001
75768992 31799614 516900023
69236928 25888182 361335351
29665880 26002435 67576155
44614847 72502821 67129579
66438824 36024903 688790250
49615916 25491889 494443326
13609571 67828944 600469825
3693482 12117625 686360595
33426415 63836634 597932409
1966790 25866407 929732666
56224028 13200836 805225393
34370015 46454696 484535492
45211707 49500989 271081590
70022206 56985181 403901938
8660439 9918499 467973016
57081647 51467367 4493270
61616628 30931123 930402532
54610831 14287388 377739030
59938082 34638126 742594455
62483673 65401203 774482358
65060928 14778715 785382754
10501843 67862060 740842283
15729850 60904194 789502940
35654717 30625941 879146187
20112714 36876355 707598931
24613083 24003540 164628213
34361703 15186731 843105462
66843435 64392841 12513332
36316385 7609359 552516936
12993643 12130882 122025900
38926767 31552343 807991052
24408939 38777918 60916865
61443913 34945173 602768003
7905511 60502753 264310223
36906330 3175496 979335744
27006086 62078334 490570589
23840678 36621448 862142800
40928218 68435228 904102596
71196905 28566646 528666165
5064538 34750651 383726455
10468497 51412512 517436877
46851151 13730697 980720179
55878188 29936119 698483588
11524925 39923930 420834953
29284176 40613438 70695183
35753292 14684648 867620026
66697650 33268793 322122459
27836343 37893317 173166395
18161011 2834298 865004828
24344392 38039848 747409703
60305882 16100590 267628184
10450249 8174870 887601077
37003001 21277948 263430200
70255551 50666737 421083754
12939253 6412365 562179299
45630018 3813068 463660941
24703462 2785478 912074428
43144276 55996166 869008211
68793921 71335454 814777567
70744363 1627271 5260488
6803466 59933548 889290939
27425417 53047644 524418517
62661353 56823063 252875468
27055669 66080052 743012171
64116661 14607094 572865137
33350200 21220084 270749446
47474979 65939407 821739739
5023711 41648575 776589562
2808215 19577769 602464672
14904351 74640414 973186193
38264883 14197957 837740459
48663739 24098497 707740830
20848776 16272850 268472310
6357946 62026466 46963142
40660774 7700541 316355742
72626752 3029870 348479721
42225459 67679820 872662903
41874937 34004482 729856722
19134277 64883820 145879573
31581085 27785163 74298340
40787703 67528830 210603588
5884050 48192480 478779027
18650236 22557981 174185338
14060362 10054746 431157086
62170702 58186288 871964406
2074295 74045772 113917511
22667013 72589847 657737844
28632474 48694700 938995409
6421198 61765775 724813938
43536717 58737615 643091967
64950266 71297712 822661731
45736808 4493683 234854192
29160984 9876376 449889858
38880057 60533914 508345223
4971761 23767310 227748429
39011834 69724791 503484256
7778710 75507188 221371509
40300227 64796216 807729862
10044132 56663060 882938543
39706745 56767229 386972629
10754998 51873011 694870832
25338843 22488827 959184689
9483415 55536526 873641504
71358914 1875817 996319257
52428739 48200187 87759046
66186503 69699296 602430814
45581249 58405600 437011508
69494421 42957192 813717909
53794498 20685003 601207616
22443105 13056452 917529163
26138726 57208819 798168075
4483538 8051146 438421587
70385661 11406254 857139287
51007066 40407981 656038363
6643143 20868691 874826376
37280539 74884727 167611061
71185853 59758262 161778753
11993851 15694856 717415526
29532518 40187504 901406496
43882343 71670360 672502364
51502325 19669048 834956276
33055782 22578762 827734471
61083860 23094442 233733887
69794201 26872739 912644045
30765207 44699036 686298551
20284520 30587815 679595562
4434226 38492921 930322617
57629193 70239769 170567578
28124675 22222215 49073242
36585461 69292148 36240130
26666839 19994141 71636611
12361765 57136176 779957346
53186566 75377708 345103910
23139582 61722191 951351753
29658207 27476553 237689091
36627491 20997853 790861372
55084934 51555699 324809855
54087742 55147149 893485028
44335043 2769331 152070808
63743218 65977864 650901638
75939398 1353092 64323925
67248637 59308239 855520350
47841092 28861925 285556366
55835399 28169653 694343303
24196369 56068940 328174580
18581299 31067627 230895115
7696057 70695324 454681820
26258983 33811264 822065165
46397087 14658847 68077107
63114599 22576689 46160102
13043829 62409062 287895788
48881430 75328679 764714814
39207425 35680795 949654595
26515151 76242407 944532164
230765 49065983 904798834
28133227 37895450 466594391
66902425 70281429 29033408
37361622 76329441 168995515
6299024 2319665 207738717
63856675 16880921 97485519
63297212 41220940 72134089
35037637 51962654 739090406
43602511 30079300 313629681
55981110 4184167 419083480
36657128 29015518 11811502
59573280 22393716 61795543
19579690 65601112 751344061
43859573 16310322 425793902
45797325 11640778 897437075
24684277 14649833 322597464
68458706 15978034 11983764
44872742 26798681 883336631
49134839 70537227 768564914
19374034 22255979 511520218
25302628 75674683 741130304
3084689 11042321 361068433
38030285 69758913 273226479
24626957 7483920 25577264
14328746 40203631 355138043
56934799 58263234 949379766
52729476 20278126 911680241
37335682 9117437 773023295
35139773 23670489 218074814
54177296 76153975 930768803
16056535 75464868 26395176
37366253 45516219 458417804
37960625 2314904 714717882
15455738 39262872 685037841
73969013 28394461 116683766
10054488 49961125 542035880
27346144 21085370 764057239
42829215 48395544 68398436
51860637 65838957 648297808
29341654 36233294 933809453
27939798 19344813 989030253
8050571 68502277 710523635
69395079 17927630 481753185
37878630 59117263 991567467
4011295 36345323 590530066
44829012 74373432 224718721
8353132 42775458 734072809
10026474 9214179 613611108
46966435 53752820 353833809
69181728 69559663 698747471
30908224 14742460 810625808
22685372 51797122 107953880
43094997 5461464 23051969
46414486 5294458 12367056
46661887 64613682 768561300
61421366 24364562 563599872
45485836 37500768 218478497
23064025 9640354 21053952
31288961 16349095 839800699
68378743 49496410 541479660
12657371 61777551 12115872
50934191 9272410 844109350
46972428 1342501 223064285
62773377 5201389 87039809
73778451 28011217 424501032
31945502 48781472 4708627
15395436 12240538 579224492
45350194 64394095 948652157
39130401 15534320 118420628
48280723 56898464 863337528
70308608 8645153 395613993
47809550 49364304 113973514
76035023 60632034 855055408
69474327 39560213 107115619
71897872 52692005 990399850
2903653 29498153 575084471
23966542 17919190 245418501
3853848 42833738 278180146
7737310 74818197 408904127
60441148 67534526 76326136
30614203 26047793 163105879
51577857 59034414 350372646
30854597 36383095 531343645
72326794 61504176 520069676
7549536 72169093 836475986
22649823 15003194 436067396
67686541 40851983 878791114
65350169 62173134 872612688
24912923 28736894 624285095
52630349 8918987 137503226
12872606 70612027 214601760
16691820 6287507 670830788
2706931 57588557 947310636
53355209 27837712 406039812
34075921 70100155 74111397
59672101 41868562 629878839
55969654 72035977 67745745
75979919 67176561 814595716
37303134 24054084 877354667
66883962 8873337 255388244
16690095 68837991 165631503
10923550 42254116 81183989
46547725 39025046 309855378
1136981 7588738 130210194
30276763 18938940 218757070
67125630 67433836 584499873
60217202 67060578 798708110
74645698 6473776 12238402
13870407 58000540 606026550
39125799 47450335 252959715
25026010 66617584 175160254
49091760 23429338 164515080
9338413 33535406 656375045
6119518 5205153 47597144
7724994 23998530 182337404
36738672 21819876 660497025
27370449 36788605 859717878
2990320 39331510 416948512
63157599 74690786 944387711
75797717 29661860 214155832
43507552 38201544 334020484
